,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
232,poland,1993,360.186,0.84,9.41,"123,521","104,181","2,705.7","28,926",475,"1,838",1.49%,"38,504,707"
233,poland,1992,360.229,0.88,9.43,"122,583","103,209","2,686.5","28,456",468,"1,916",1.56%,"38,418,108"
234,poland,1991,369.725,0.92,9.71,"124,513","107,914","2,816.9","28,077",467,"1,849",1.48%,"38,309,226"
235,poland,1990,372.613,0.86,9.82,"125,961","114,361","2,995.1","27,663",467,"1,661",1.32%,"38,183,160"
236,poland,1989,446.849,,11.81,"134,246","123,086","3,235.8","28,096",647,"1,815",1.35%,"38,038,403"
237,poland,1988,467.223,,12.40,"132,913","123,521","3,260.5","28,256",772,"2,054",1.55%,"37,884,655"
238,poland,1987,477.688,,12.73,"134,343","121,100","3,206.7","30,110",646,"1,952",1.45%,"37,764,318"
239,poland,1986,462.518,,12.38,"129,532","116,002","3,087.5","29,774",646,"2,033",1.57%,"37,571,771"
240,poland,1985,454.942,,12.25,"127,372","110,962","2,971.6","29,039",646,"2,342",1.84%,"37,340,467"
241,poland,1984,445.918,,12.10,"124,702","106,520","2,874.0","27,788",645,"1,864",1.49%,"37,063,303"
242,poland,1983,430.187,,11.77,"116,666","102,171","2,780.5","26,833",647,"2,108",1.81%,"36,744,964"
243,poland,1982,427.595,,11.81,"109,187","96,655","2,655.5","25,994",647,"1,904",1.74%,"36,398,652"
244,poland,1981,420.357,,11.72,"107,042","95,575","2,650.3","24,736",647,"2,487",2.32%,"36,062,309"
245,poland,1980,457.492,,12.87,"113,449","101,019","2,826.9","24,723",647,"2,715",2.39%,"35,734,865"
246,austria,2020,63.691,0.14,7.25,"70,902","69,905","7,825.8",,"16,403","59,510",83.93%,"8,932,664"
247,austria,2019,71.004,0.14,8.10,"68,676","68,499","7,695.6","26,032","15,514","55,149",80.30%,"8,901,064"
248,austria,2018,69.170,0.14,7.90,"60,707","66,318","7,486.1","26,326","15,157","48,861",80.49%,"8,858,775"
249,austria,2017,71.626,0.15,8.20,"62,930","66,016","7,482.9","25,576","14,660","49,919",79.32%,"8,822,267"
250,austria,2016,68.951,0.15,7.91,"61,160","64,980","7,406.9","25,604","14,420","49,725",81.30%,"8,772,865"
251,austria,2015,68.935,0.15,7.94,"57,552","64,146","7,372.7","24,742","14,023","46,312",80.47%,"8,700,471"
252,austria,2014,67.746,0.15,7.85,"57,242","63,107","7,351.0","24,287","13,326","48,699",85.08%,"8,584,926"
253,austria,2013,71.191,0.16,8.30,"60,128","63,858","7,505.9","23,855","12,869","49,203",81.83%,"8,507,786"
254,austria,2012,70.499,0.16,8.28,"63,967","63,242","7,482.6","23,239","12,426","50,015",78.19%,"8,451,860"
255,austria,2011,73.479,0.16,8.69,"57,731","62,624","7,448.0","22,437","12,146","39,736",68.83%,"8,408,121"
256,austria,2010,74.994,0.17,8.92,"63,245","62,328","7,442.0","21,051","11,764","43,684",69.07%,"8,375,164"
257,austria,2009,69.130,0.16,8.26,"63,583","60,781","7,277.7","20,790","11,609","47,376",74.51%,"8,351,643"
258,austria,2008,75.776,0.17,9.09,"61,974","63,388","7,605.1","20,548","11,487","44,775",72.25%,"8,335,003"
259,austria,2007,76.487,0.18,9.20,"60,173","63,319","7,621.5","19,100","11,423","43,392",72.11%,"8,307,989"
260,austria,2006,79.381,0.19,9.58,"59,454","62,955","7,600.6","19,127","10,985","41,033",69.02%,"8,282,984"
261,austria,2005,81.538,0.20,9.88,"61,303","60,536","7,333.9","18,898","10,492","40,543",66.14%,"8,254,298"
262,austria,2004,80.614,0.20,9.81,"59,307","58,961","7,189.2","18,946","9,621","39,682",66.91%,"8,201,359"
263,austria,2003,79.426,0.21,9.71,"55,505","57,811","7,099.8","18,367","9,315","35,212",63.44%,"8,142,573"
264,austria,2002,74.315,0.19,9.14,"58,404","55,919","6,903.3","18,053","8,672","41,716",71.43%,"8,100,273"
265,austria,2001,72.715,0.19,8.98,"58,937","55,447","6,876.2","18,319","8,765","42,048",71.34%,"8,063,640"
266,austria,2000,67.976,0.18,8.42,"57,920","53,336","6,649.6","17,897","8,618","43,144",74.49%,"8,020,946"
267,austria,1999,67.321,0.19,8.36,"57,615","52,336","6,540.2","14,800","7,669","42,107",73.08%,"8,002,186"
268,austria,1998,69.240,0.20,8.61,"54,620","51,118","6,403.8","14,681","7,685","38,755",70.95%,"7,982,461"
269,austria,1997,68.691,0.20,8.55,"54,272","50,322","6,313.0","14,994","7,540","37,610",69.30%,"7,971,116"
270,austria,1996,69.037,0.21,8.61,"52,019","49,725","6,243.0","14,677","7,385","35,683",68.60%,"7,964,966"
271,austria,1995,65.161,0.20,8.16,"53,733","47,945","6,028.5","14,676","7,323","38,605",71.85%,"7,953,067"
272,austria,1994,62.064,0.20,7.81,"50,710","46,871","5,900.6","14,783","7,245","36,596",72.17%,"7,943,489"
273,austria,1993,61.496,0.20,7.79,"50,088","46,183","5,824.8","14,617","7,202","37,740",75.35%,"7,928,746"
274,austria,1992,61.401,0.20,7.84,"49,492","47,107","5,976.1","14,687","7,204","35,856",72.45%,"7,882,519"
275,austria,1991,66.544,0.22,8.56,"49,507","47,242","6,057.5","14,229","7,129","32,367",65.38%,"7,798,899"
276,austria,1990,62.707,0.22,8.12,"47,730","44,305","5,745.8","14,114","7,028","32,359",67.80%,"7,710,882"
277,austria,1989,58.150,,7.57,"48,426","43,323","5,667.0","15,781","10,858","35,691",73.70%,"7,644,818"
278,austria,1988,58.137,,7.59,"47,491","41,956","5,524.7","15,749","10,762","36,146",76.11%,"7,594,315"
279,austria,1987,59.551,,7.80,"38,842","30,376","4,009.3","16,421","10,691","26,257",67.60%,"7,576,319"
280,austria,1986,58.911,,7.73,"43,295","39,020","5,152.6","15,643","10,423","31,420",72.57%,"7,572,852"
281,austria,1985,60.121,,7.90,"43,033","38,560","5,096.0","15,101","10,171","31,170",72.43%,"7,566,736"
282,austria,1984,58.725,,7.72,"40,970","37,034","4,896.6","14,799","10,034","29,145",71.14%,"7,563,233"
283,austria,1983,56.889,,7.48,"41,191","35,164","4,651.6","14,465","9,582","30,104",73.08%,"7,559,635"
284,austria,1982,56.876,,7.48,"41,458","34,472","4,557.3","14,243","9,510","30,398",73.32%,"7,564,185"
285,austria,1981,59.013,,7.76,"41,233","33,937","4,474.8","13,888","9,157","30,323",73.54%,"7,584,094"
286,austria,1980,62.299,,8.19,"40,574","33,974","4,497.9","12,930","8,206","28,809",71.00%,"7,553,326"
287,denmark,2020,25.708,0.08,4.43,"28,457","33,081","5,664.5",,"9,679","24,246",85.20%,"5,840,045"
288,denmark,2019,30.270,0.09,5.24,"29,145","33,345","5,726.6","16,561","9,177","23,871",81.90%,"5,822,763"
289,denmark,2018,34.473,0.11,5.99,"29,838","32,975","5,679.3","16,323","9,100","21,465",71.94%,"5,806,081"
290,denmark,2017,34.559,0.11,6.03,"30,517","33,402","5,777.7","15,663","8,377","22,520",73.80%,"5,781,190"
291,denmark,2016,36.639,0.12,6.41,"29,848","33,032","5,746.0","15,077","7,576","19,091",63.96%,"5,748,769"
292,denmark,2015,34.602,0.12,6.08,"28,386","32,533","5,700.3","14,796","7,275","19,689",69.36%,"5,707,251"
293,denmark,2014,37.052,0.13,6.54,"31,376","32,257","5,699.5","14,418","6,912","18,709",59.63%,"5,659,715"
294,denmark,2013,40.787,0.14,7.23,"33,658","32,826","5,833.5","14,578","6,742","16,682",49.56%,"5,627,235"
295,denmark,2012,38.963,0.14,6.94,"29,793","32,857","5,864.6","14,960","6,090","15,567",52.25%,"5,602,628"
296,denmark,2011,44.094,0.15,7.90,"34,013","33,132","5,937.1","14,248","5,271","14,959",43.98%,"5,580,516"
297,denmark,2010,49.141,0.17,8.85,"37,321","33,562","6,035.6","14,049","5,065","13,176",35.30%,"5,560,628"
298,denmark,2009,49.022,0.18,8.87,"34,851","32,820","5,929.8","13,393","4,591","10,855",31.15%,"5,534,738"
299,denmark,2008,51.269,0.18,9.33,"35,076","34,356","6,233.6","13,002","4,105","10,951",31.22%,"5,511,451"
300,denmark,2007,54.482,0.19,9.96,"37,623","34,726","6,341.7","13,000","3,761","11,100",29.50%,"5,475,791"
301,denmark,2006,59.319,0.20,10.90,"43,476","34,973","6,420.5","12,976","3,962","10,025",23.06%,"5,447,084"
302,denmark,2005,51.421,0.18,9.48,"34,709","34,551","6,366.0","13,035","4,096","10,628",30.62%,"5,427,459"
303,denmark,2004,54.850,0.20,10.15,"38,610","33,928","6,269.7","12,986","3,986","10,173",26.35%,"5,411,405"
304,denmark,2003,60.455,0.23,11.22,"43,921","33,327","6,174.3","12,917","3,787","8,746",19.91%,"5,397,640"
305,denmark,2002,55.018,0.21,10.24,"37,362","33,200","6,167.0","12,644","3,446","7,412",19.84%,"5,383,507"
306,denmark,2001,55.412,0.21,10.34,"35,837","32,887","6,126.2","12,486","2,930","6,438",17.96%,"5,368,354"
307,denmark,2000,53.901,0.21,10.09,"34,221","32,782","6,128.4","12,316","2,758","6,128",17.91%,"5,349,212"
308,denmark,1999,57.995,0.23,10.90,"36,856","32,573","6,111.2","10,069",11,"4,862",13.19%,"5,330,020"
309,denmark,1998,60.960,0.25,11.50,"38,894","32,281","6,075.1","10,451",11,"4,317",11.10%,"5,313,577"
310,denmark,1997,65.202,0.27,12.35,"41,852","32,452","6,129.0","10,414",10,"3,313",7.92%,"5,294,860"
311,denmark,1996,74.972,0.32,14.27,"50,509","31,911","6,049.3","9,952",10,"2,421",4.79%,"5,275,121"
312,denmark,1995,61.647,0.27,11.78,"34,589","31,453","5,989.9","9,876",10,"2,120",6.13%,"5,251,027"
313,denmark,1994,64.775,0.30,12.43,"37,903","31,391","6,018.5","9,995",8,"1,974",5.21%,"5,215,718"
314,denmark,1993,60.609,0.29,11.68,"32,039","30,788","5,924.6","9,679",10,"1,791",5.59%,"5,196,642"
315,denmark,1992,58.414,0.28,11.30,"28,980","30,492","5,885.8","9,442",10,"1,466",5.06%,"5,180,614"
316,denmark,1991,64.153,0.32,12.44,"34,418","29,920","5,796.1","9,112",10,"1,122",3.26%,"5,162,126"
317,denmark,1990,53.552,0.27,10.42,"24,488","28,868","5,609.3","8,734",10,867,3.54%,"5,146,469"
318,denmark,1989,52.907,,10.31,"21,246","28,360","5,522.4","8,546",11,470,2.21%,"5,135,409"
319,denmark,1988,58.587,,11.44,"25,775","27,751","5,409.8","8,244",9,324,1.26%,"5,129,778"
320,denmark,1987,62.488,,12.21,"27,568","27,786","5,417.2","8,452",9,203,0.74%,"5,129,254"
321,denmark,1986,64.427,,12.60,"28,780","26,767","5,223.0","8,538",9,155,0.54%,"5,124,794"
322,denmark,1985,63.778,,12.47,"25,698","23,918","4,674.9","8,520",9,78,0.30%,"5,116,273"
323,denmark,1984,55.958,,10.94,"19,735","22,517","4,405.5","8,080",9,61,0.31%,"5,111,108"
324,denmark,1983,54.302,,10.61,"20,743","22,804","4,460.8","7,717",9,63,0.30%,"5,112,130"
325,denmark,1982,57.814,,11.28,"22,413","22,633","4,423.6","7,894",10,47,0.21%,"5,116,464"
326,denmark,1981,55.500,,10.83,"18,464","22,209","4,338.4","7,665",8,42,0.23%,"5,119,155"
327,denmark,1980,65.777,,12.84,"25,173","21,970","4,287.7","7,072",8,41,0.16%,"5,123,989"
328,finland,2020,40.704,0.16,7.29,"66,996","79,371","14,343.0",,"8,725","35,656",53.22%,"5,533,793"
329,finland,2019,44.196,0.16,7.95,"66,667","83,993","15,201.5","17,758","8,020","32,296",48.44%,"5,525,292"
330,finland,2018,47.487,0.18,8.57,"68,063","84,975","15,399.9","17,172","7,434","32,518",47.78%,"5,517,919"
331,finland,2017,46.162,0.18,8.36,"65,426","83,083","15,070.1","17,091","7,364","31,916",48.78%,"5,513,130"
332,finland,2016,48.866,0.19,8.88,"66,545","82,910","15,065.6","16,190","6,600","30,685",46.11%,"5,503,297"
333,finland,2015,46.069,0.19,8.40,"66,410","80,312","14,636.0","16,517","6,022","30,742",46.29%,"5,487,308"
334,finland,2014,49.472,0.20,9.06,"65,676","80,877","14,780.7","16,124","5,637","26,509",40.36%,"5,471,753"
335,finland,2013,53.528,0.22,9.85,"68,630","81,743","14,995.3","16,655","5,431","25,823",37.63%,"5,451,270"
336,finland,2012,52.258,0.21,9.65,"67,909","82,444","15,192.5","15,780","5,189","28,636",42.17%,"5,426,674"
337,finland,2011,58.139,0.23,10.79,"70,650","81,809","15,146.4","15,703","5,163","24,312",34.41%,"5,401,267"
338,finland,2010,65.861,0.27,12.27,"77,334","85,074","15,826.8","15,669","5,143","24,277",31.39%,"5,375,276"
339,finland,2009,56.992,0.24,10.67,"69,206","78,517","14,672.2","15,291","5,000","21,859",31.59%,"5,351,427"
340,finland,2008,59.612,0.23,11.21,"74,442","83,880","15,748.3","15,564","5,072","27,863",37.43%,"5,326,314"
341,finland,2007,67.948,0.26,12.83,"77,963","87,477","16,503.6","16,703","4,974","24,363",31.25%,"5,300,484"
342,finland,2006,69.924,0.29,13.25,"78,842","87,189","16,522.5","16,562","4,883","22,481",28.51%,"5,276,955"
343,finland,2005,58.315,0.25,11.09,"67,865","81,839","15,571.8","16,468","4,841","23,495",34.62%,"5,255,580"
344,finland,2004,70.567,0.31,13.46,"82,063","83,974","16,035.9","16,567","4,785","25,666",31.28%,"5,236,611"
345,finland,2003,74.305,0.34,14.22,"80,304","81,709","15,653.9","16,556","4,721","19,134",23.83%,"5,219,732"
346,finland,2002,66.049,0.31,12.67,"71,535","80,519","15,465.7","16,569","4,610","19,836",27.73%,"5,206,295"
347,finland,2001,63.940,0.30,12.30,"71,237","78,169","15,047.2","16,506","4,568","21,526",30.22%,"5,194,901"
348,finland,2000,57.871,0.28,11.15,"67,075","76,207","14,708.6","16,260","4,422","23,296",34.73%,"5,181,115"
349,finland,1999,59.476,0.30,11.49,"66,683","75,100","14,522.5","14,926","2,881","21,398",32.09%,"5,171,302"
350,finland,1998,60.145,0.32,11.65,"67,473","73,817","14,306.6","15,026","2,881","24,616",36.48%,"5,159,646"
351,finland,1997,63.395,0.36,12.31,"65,528","70,650","13,725.4","14,585","2,861","20,319",31.01%,"5,147,349"
352,finland,1996,65.467,0.39,12.74,"66,368","67,314","13,115.7","13,463","2,785","17,897",26.97%,"5,132,320"
353,finland,1995,59.425,0.37,11.61,"61,299","65,302","12,762.2","13,281","2,777","19,416",31.67%,"5,116,826"
354,finland,1994,62.845,0.41,12.33,"62,865","66,486","13,039.7","13,002","2,736","18,142",28.86%,"5,098,754"
355,finland,1993,56.116,0.38,11.06,"58,645","63,494","12,504.0","13,023","2,731","19,304",32.92%,"5,077,912"
356,finland,1992,54.724,0.37,10.85,"55,507","60,878","12,043.2","12,271","2,679","19,909",35.87%,"5,054,982"
357,finland,1991,57.723,0.37,11.50,"60,360","64,899","12,905.0","12,344","2,648","18,065",29.93%,"5,029,002"
358,finland,1990,57.279,0.35,11.46,"57,005","64,984","13,000.8","12,237","2,621","15,906",27.90%,"4,998,478"
359,finland,1989,54.930,,11.04,"51,187","57,115","11,481.8","11,806","2,586","12,900",25.20%,"4,974,383"
360,finland,1988,54.915,,11.07,"43,970","48,353","9,759.7","11,893","2,597","13,229",30.09%,"4,954,359"
361,finland,1987,56.292,,11.38,"50,847","53,466","10,826.1","11,661","2,586","13,658",26.86%,"4,938,602"
362,finland,1986,51.631,,10.47,"46,916","49,895","10,129.6","11,641","2,555","12,266",26.14%,"4,925,644"
363,finland,1985,51.522,,10.49,"47,316","48,989","9,976.0","11,313","2,505","12,211",25.81%,"4,910,664"
364,finland,1984,47.087,,9.63,"43,226","45,822","9,363.4","11,314","2,497","13,115",30.34%,"4,893,748"
365,finland,1983,45.738,,9.41,"40,347","42,455","8,717.9","11,189","2,503","13,445",33.32%,"4,869,858"
366,finland,1982,47.319,,9.79,"39,355","39,369","8,131.2","11,063","2,474","12,958",32.93%,"4,841,715"
367,finland,1981,49.063,,10.20,"39,115","38,975","8,099.3","10,852","2,467","13,518",34.56%,"4,812,150"
368,finland,1980,58.472,,12.21,"38,710","37,613","7,856.1","10,954","2,420","10,115",26.13%,"4,787,778"
369,greece,2020,56.130,0.19,5.06,"40,572","46,180","4,322.9",,"10,198","17,670",43.55%,"10,682,547"
370,greece,2019,72.505,0.23,6.52,"44,260","50,511","4,712.5","20,039","9,264","16,368",36.98%,"10,718,565"
371,greece,2018,69.690,0.22,6.25,"50,321","51,357","4,788.7","19,139","8,364","15,726",31.25%,"10,724,599"
372,greece,2017,70.905,0.23,6.35,"52,672","57,807","5,381.8","18,963","8,030","13,800",26.20%,"10,741,165"
373,greece,2016,70.565,0.23,6.31,"52,048","56,887","5,282.9","18,698","7,768","15,101",29.01%,"10,768,193"
374,greece,2015,70.558,0.23,6.29,"49,272","53,985","5,006.2","18,475","7,482","14,646",29.72%,"10,783,748"
375,greece,2014,72.260,0.24,6.41,"47,991","52,661","4,850.0","18,480","7,354","12,265",25.56%,"10,858,018"
376,greece,2013,74.996,0.25,6.62,"54,528","52,520","4,806.6","18,855","7,016","14,425",26.45%,"10,926,807"
377,greece,2012,82.464,0.26,7.25,"57,456","57,630","5,237.4","17,751","5,914","10,011",17.42%,"11,003,615"
378,greece,2011,87.090,0.26,7.62,"55,988","56,400","5,087.3","16,524","4,865","8,243",14.72%,"11,086,406"
379,greece,2010,90.015,0.24,7.86,"54,524","56,447","5,074.6","15,184","4,100","10,622",19.48%,"11,123,392"
380,greece,2009,97.203,0.24,8.49,"57,751","58,896","5,296.7","14,499","3,802","8,150",14.11%,"11,119,289"
381,greece,2008,103.069,0.25,9.03,"59,091","59,651","5,376.6","14,253","3,594","5,736",9.71%,"11,094,745"
382,greece,2007,107.159,0.26,9.42,"58,862","58,357","5,276.0","13,686","3,382","4,593",7.80%,"11,060,937"
383,greece,2006,103.524,0.26,9.13,"56,711","55,813","5,057.3","13,570","3,223","7,645",13.48%,"11,036,008"
384,greece,2005,104.855,0.27,9.28,"55,954","54,136","4,919.3","13,306","2,947","6,456",11.54%,"11,004,716"
385,greece,2004,102.630,0.27,9.11,"55,376","52,997","4,831.1","12,431","2,919","6,010",10.85%,"10,969,912"
386,greece,2003,102.914,0.29,9.15,"54,504","51,671","4,722.9","12,080","2,798","5,985",10.98%,"10,940,369"
387,greece,2002,99.162,0.29,8.84,"50,618","49,535","4,538.0","11,576","2,713","3,657",7.22%,"10,915,770"
388,greece,2001,99.131,0.30,8.86,"49,784","47,340","4,347.8","10,992","2,694","3,014",6.05%,"10,888,274"
389,greece,2000,97.086,0.31,8.71,"50,262","45,978","4,243.1","10,904","2,635","4,270",8.50%,"10,835,989"
390,greece,1999,89.947,0.30,8.11,"46,581","43,400","4,027.6","10,603","2,344","4,904",10.53%,"10,775,627"
391,greece,1998,89.668,0.30,8.13,"43,546","41,983","3,906.2","9,928","2,241","3,910",8.98%,"10,747,768"
392,greece,1997,86.169,0.30,7.86,"40,806","39,836","3,725.4","9,497","2,412","3,992",9.78%,"10,693,250"
393,greece,1996,85.161,0.31,7.83,"40,026","38,115","3,585.9","9,048","2,207","4,458",11.14%,"10,629,267"
394,greece,1995,85.265,0.32,7.90,"38,897","36,530","3,450.0","8,865","2,208","3,632",9.34%,"10,588,332"
395,greece,1994,82.222,0.32,7.70,"37,991","35,206","3,341.5","8,846","2,208","2,686",7.07%,"10,535,973"
396,greece,1993,80.701,0.32,7.64,"35,861","33,652","3,208.1","8,766","2,208","2,399",6.69%,"10,489,871"
397,greece,1992,81.203,0.32,7.77,"35,031","32,960","3,159.8","8,912","2,208","2,326",6.64%,"10,430,958"
398,greece,1991,79.122,0.31,7.65,"33,724","31,482","3,036.7","8,862","2,197","3,070",9.10%,"10,367,163"
399,greece,1990,79.086,0.32,7.72,"32,681","30,526","2,971.6","8,458","2,093","1,753",5.36%,"10,272,691"
400,greece,1989,77.594,,7.63,"31,266","29,147","2,879.9","8,296","1,986","1,889",6.04%,"10,120,892"
401,greece,1988,72.934,,7.21,"29,648","27,349","2,719.1","8,071","1,836","2,359",7.96%,"10,058,103"
402,greece,1987,68.442,,6.80,"27,595","25,918","2,587.7","8,010","1,822","2,770",10.04%,"10,015,863"
403,greece,1986,63.242,,6.31,"25,965","24,881","2,491.8","7,476","1,822","3,222",12.41%,"9,985,326"
404,greece,1985,63.633,,6.38,"25,736","24,484","2,460.9","7,081","1,822","2,792",10.85%,"9,949,100"
405,greece,1984,60.240,,6.07,"23,057","23,603","2,379.5","6,538","1,714","2,852",12.37%,"9,919,500"
406,greece,1983,58.830,,5.96,"22,263","22,154","2,244.1","5,988","1,714","2,331",10.47%,"9,872,102"
407,greece,1982,55.363,,5.65,"21,763","20,718","2,109.5","5,979","1,714","3,551",16.32%,"9,821,152"
408,greece,1981,54.248,,5.58,"21,879","20,511","2,102.0","5,962","1,714","3,398",15.53%,"9,757,874"
409,greece,1980,54.572,,5.66,"21,288","20,306","2,093.2","5,324","1,415","3,396",15.95%,"9,700,826"
410,hungary,2020,49.405,0.16,5.14,"32,994","41,533","4,268.2",,"2,892","5,905",17.90%,"9,730,772"
411,hungary,2019,50.437,0.16,5.22,"32,273","41,565","4,254.5","10,035","2,340","5,044",15.63%,"9,769,526"
412,hungary,2018,50.402,0.17,5.20,"30,407","41,398","4,236.0","9,418","1,679","4,121",13.55%,"9,772,756"
413,hungary,2017,50.712,0.18,5.22,"31,219","40,641","4,156.2","8,999","1,273","3,760",12.04%,"9,778,371"
414,hungary,2016,48.185,0.17,4.94,"30,287","39,432","4,024.7","8,899","1,132","3,542",11.69%,"9,797,561"
415,hungary,2015,47.325,0.17,4.84,"28,813","38,804","3,947.4","8,870","1,125","3,426",11.89%,"9,830,485"
416,hungary,2014,44.578,0.17,4.54,"27,899","37,657","3,820.9","8,961","1,065","3,317",11.89%,"9,855,571"
417,hungary,2013,44.468,0.18,4.52,"28,726","36,940","3,739.8","8,307",786,"2,916",10.15%,"9,877,365"
